id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,afr__005,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004
dsac_multi_hum_00412,scarce resource,,,,skaars hulpbron,,,,,imithombo embalwa,,,imithombo enqongopheleyo,,,,umtfombolusito loswelakalako,umtfombolusito loyindlala,,,,umthombo otlhayelako,,,,sesabonwengnolo,motsweditlhaelo,,mothopo wo o hlaelelago,mothopo wo o šothago,,sesebediswa se fumanelwang thateng,,,,zwiko zwi kalaho,,,,xitirhisiwa xo kala,,,
dsac_multi_hum_00413,secondary business,,,,sekondêre onderneming,,,,,ibhizinisi ezingeni lesibili,,,ishishini ngeemveliso ezisetyenziweyo,,,,ibhizinisi lekhicitako,,,,,ibhizinisi yemikhiqizo yokugcina,,,,kgwebotlaleletso,,,kgwebo yeo e lokišetšago thekišo,,,kgwebo ya tlhahiso,,,,bindu khwinisedzi,,,,bindzu ra swihumesiwa swa vumbirhi,,,
dsac_multi_hum_00414,secondary industry,secondary sector,,,sekondêre nywerheid,,,,,imboni ezingeni lesibili,,,ushishino ngeemveliso ezisetyenziweyo,,,,imboni lekhicitako,imboni yemkhicito wekugcina,,,,ibubulo elikhiqizako,ibubulo elitjhugululako,,,bodirelotlaleletso,,,intaseteri yeo e lokišetšago thekišo,,,indastri ya tlhahiso,,,,vhubveledzimveledzi,vhubveledzikhwinisedzi,,,vumaki bya swihumesiwa swa vumbirhi,,,
dsac_multi_hum_00415,secondary production,,,,sekondêre produksie,,,,,ukukhiqiza ezingeni lesibili,,,imveliso esetyenziweyo,,,,kukhicita,,,,,ukusebenza umkhiqizo wemvelo,ukukhanda ngomkhiqizo wemvelo,,,tlhagisotlaleletso,,,ditšweletšwaphetolelo,,,tlhahiso e hlophisetsang thekiso,,,,vhubveledzikhwinisedzi,,,,andziso wa vumbirhi,,,
dsac_multi_hum_00416,secondary rebate,,,,sekondêre korting,,,,,isaphulelombuyiselo ezingeni lesibili,,,isaphulelo-rhafu sabadala,isigaba sesibini sesaphulelo-rhafu,,,sephulelontsela yetimphunga,,,,,isehliselomthelo sesibili,isaphulelomthelo sesibili,,,phokoletsotlaleletso,,,phokoletšotlase ya batšofe,phokoletšotlase ya diputswa,,puseletso ya tlatsetso,,,,phungudzo ya muthelo nga vhukale,,,,malintlheriselo ya xibalo ya vadyuhari,,,
dsac_multi_hum_00417,secured loan,,,,gesekureerde lening,,,,,imalimboleko evikelekile,,,imali-mboleko enesibambiso,,,,sikweleti lesinesibambiso,,,,,imalimboleko enesibambiso,,,,kadimosireleditsweng,,,kadimo yeo e šireleditšwego,loune yeo e šireleditšwego,,lounu e sireleditsweng,,,,khadzimiso yo tsireledzeaho,,,,xikweleti lexi sirheleriweke,,,
dsac_multi_hum_00418,securities,,,,sekuriteite,effekte,,,,ingcebosisekelo,,,izixhobo zotyalo-mali kwiimarike zemali,,,,tabelo,,,,,izabelo,,,,ditshireletso,,,dipeeletšo,,,matsete,,,,vhubindudzi ha mikovhe,,,,vuvekisi eka makete wa timali,,,
dsac_multi_hum_00419,semi-skilled worker,,,,halfgeskoolde werker,,,,,umsebenzi ongaqeqeshiwe ngokugcwele,,,umsebenzi onesakhono esingephi,,,,umsebenti longakacecesheki ngalokuphelele,umsebenti longenamakhono ngalokuphelele,,,,isisebenzi esingakapheleli ngamakghonofundwa,isisebenzi esitlhayela ngamakghonofundwa,,,magogorwane,mokgonipotlana,,mošomi yo a hlahlilwego gannyane,,,mosebeletsi wa boitsebelo bo tlase,,,,mushumi tshayavhugudiswatshoṱhe,,,,mutirhi wa swikilinyana,,,
dsac_multi_hum_00420,service business,,,,diensverskaffingsonderneming,diensverleningsaak,,,,ibhizinisi lezinsizakalo,,,ishishini lobonelelo ngeenkonzo,,,,ibhizinisi yelusitotsite,,,,,bhizinisi yezenzelwa,ibhizinisi yokusebenzela,,,kgwebotirelo,,,kgwebo ya go aba ditirelo,,,kgwebo ya ditshebeletso,,,,vhubindudzi ha tshumelo,,,,bindzuvukorhokeri,,,
dsac_multi_hum_00421,share <n.> {unit of ownership},,,,aandeel,,,,,isabelo,isheya,,isabelo,,,,sabelo,emasheya,,,,isabelo,itjhere,,,kabelo,seabelwana,,dikabelo,,,seabo,,,,mukovhe,,,,nkavelo,,,
dsac_multi_hum_00422,shortfall {economics},,,,tekort,,,,,ukunganeli,,,ukwa nganeno,ukuqhwalela,,,lusilelomali,,,,,itlhayelomali,,,,tlhaelo,,,tlhaelo,,,kgaello,,,,ṱhahelelo,,,,nkayivelo,,,
dsac_multi_hum_00423,sin tax,,,,sondebelasting,,,,,intela yezinto ezinobungozi,,,irhafu yesono,irhafu yokuyingozi,,,intselancindzetelo yalokunebungoti,intselasiphephiso etifeni,,,,umthelo wokungakalungi,,,,kgethisotlhole,,,motšhelo wa dithoto tše kotsi,,,lekgetho la tse kotsi,kgafa ya tse kotsi,,,muthelo wa zwivhaisaho,,,,xibalo xa swa nghozi,xibalo xa swa khombo,,
dsac_multi_hum_00424,skilled worker,,,,geskoolde werker,,,,,umsebenzi onekhono,umsebenzi oqeqeshiwe,,umsebenzi onesakhono,umsebenzi oqeqeshiweyo,,,umsebenti loceceshekile,lucucudvu,umsebenti lonelikhono ngalokuphelele,,,isisebenzi esinamakghonofundwa,,,,mankge,kwakwabidi,mokgoni,mošomi yo a hlahlilwego,,,mosebeletsi wa boitsebelo,,,,mushumi mugudeli,,,,mutirhi wa vutshila,mutirhi wa swikili,,
dsac_multi_hum_00425,small business,,,,klein sakeonderneming,,,,,ibhizinisi elincane,,,ishishini elincinci,ishishini elisakhulayo,ishishini elisakhasayo,,ibhizinisincane,bhizinisincane,,,,ibhizinisi encani,,,,kgwebopotlana,kgwebonnye,,kgwebopotlana,kgwebonnyane,,kgwebo e nnyane,,,,bindu ḽiṱuku,,,,bindzu lerintsongo,,,
dsac_multi_hum_00426,sole proprietorship,,,,alleeneienaarskap,,,,,ubuninibhizinisi ngayedwana,,,ishishini loyedwa,,,,ibhizinisi yemnikati munye,ibhizinisi yangamunye,,,,ibhizinisi kayedwana,,,,bogwebaesi,,,bogwebanoši,,,kgwebo ya motho a le mong,,,,bindu ḽa muthihi,,,,vubindzuyexe,,,
dsac_multi_hum_00427,sole trader,,,,alleenhandelaar,,,,,umninibhizinisi oyedwana,,,orhweba yedwa,,,,umhwebiyedvwa,,,,,umrhwebi onguyedwana,,,,mogwebaesi,,,mogwebanoši,,,mohwebi ya itshebetsang,,,,murengisi o ḓiimisaho,,,,muxavisayexe,,,
dsac_multi_hum_00428,standard of value,,,,standaardwaarde,,,,,ubunani obumisiweyo,,,ixabiso elimisiweyo,ixabiso lesivumelwano,,,silinganiso selizingantsengo,,,,,izinga leentengo,,,,bolengselekane,,,maemo a boleng,,,boleng ba tekanyetso,,,,tshilinganyo tsha ndeme,,,,ndzinganyetonkoka,,,
dsac_multi_hum_00429,start-up money {economy},start-up capital,,,aanvangskoste,,,,,imali yokuqala ibhizinisi,,,inkunzi yokuqalisa ishishini,,,,imali yekucala ibhizinisi,,,,,imali yokuthoma ibhizinisi,imali yokutlhama ibhizinisi,imali yokusikimisa ibhizinisi,,maditshimololo,,,tšhelete ya go thoma kgwebo,,,tjhelete ya ho qala kgwebo,,,,tshelede ya u thoma bindu,,,,mali yo sungula bindzu,,,
dsac_multi_hum_00430,state expenses,,,,staatsuitgawe,,,,,izindleko zombuso,,,inkcitho karhulumente,,,,tindleko tahulumende,,,,,iindleko zombuso,iindleko zikarhulumende,,,ditshenyegelopuso,,,ditshenyegelo tša mmušo,,,ditshenyehelo tsa mmuso,,,,tsheledetshumiswa nga muvhuso,,,,ntirhiso wa mali ya mfumo,,,
dsac_multi_hum_00431,stock {stocks and bonds},,,,aandeel,,,,,izabelomcebo,,,izabelo,,,,sabelo,,,,,isabelo,,,,thoto,stoko,,setoko,,,stoko,,,,mukovhe,,,,xitoko,,,
dsac_multi_hum_00432,stock exchange,,,,aandelebeurs,,,,,indawo yokuhwebelana ngezabelomcebo,,,inkampani yentengo-zixhobo zotyalomali,inkampani yezotyalo-mali,,,indzawo lehweba ngetabelo,sikhungo sekuhweba ngetabelo,,,,indawo yokuthengiselana izabelo,,,,borefosanothoto,borefosanostoko,,lefelothekišo la ditoko le diponte,,,maraka wa stoko,maraka wa diabo,,,fhethu ha thengiselano ya mikovhe,,,,ndhawu ya nxaviselano wa mikavelo,,,
dsac_multi_hum_00433,stock market,,,,aandelemark,,,,,imakethe yezabelomcebo,,,imarike yezixhobo zotyalo-mali,imarike yezotyalo-mali,,,imakethetabelo,imakethemasheya,,,,imakethe yezabelo,,,,mmarakathoto,mmarakastoko,,mmaraka wa ditoko,mmakete wa ditoko,,maraka wa stoko,,,,makete wa mikovhe,maraga wa mikovhe,,,makete wa mikavelo,,,
dsac_multi_hum_00434,store of value,,,,waardedraer,,,,,ibambelabunani,,,ugcino-xabiso,,,,silondvolotamandla entsengo,,,,,ukubulungwa kwamandla wepahla,,,,polokoboleng,,,poloko ya boleng,,,poloko ya boleng,,,,mbulungandeme,,,,nhlayiso wa nkoka,,,
dsac_multi_hum_00435,subsidiary,,,,filiaal,,,,,inkampani engaphansi kwenye,,,inkampani ephantsi kwenye,,,,inkampanichakela,,,,,isinganyelwa,ikhamphani engaphasi kwenye,,,setlamokokangwa,,,saposidiari,kgwebo yeo e laolwago ke yenngwe,,khamphani e laolwang ke e nngwe,,,,khamphanindangwa,,,,khamphani ehansi ka yin’wana,,,
dsac_multi_hum_00436,subsidy,,,,subsidie,,,,,uxhasomali,,,inkxaso-mali,isibonelelo,,,sibonelelo,lwesekelo,,,,ukuhlinzekelwa,isiphekiso,,,ketleetso,,,sapositi,thušo ka tšhelete,,sabsidi,,,,thikhedzo nga masheleni,,,,malimpfuneto,,,
dsac_multi_hum_00437,supplier {of goods or services},,,,verskaffer,,,,,umhlinzeki,,,umthengisi,umniki-nkonzo,,,umphakeli,,,,,umsabalalisi,,,,motlamedi,mothelesi,,moabi,,,mofani,,,,muḓisedzi,,,,muphakeri,,,
dsac_multi_hum_00438,supply <n.> {e.g. goods for purchase},,,,voorraad,,,,,impahla,,,impahla,isitokhwe,,,imphahlakhona,sitoko,,,,ipahla ekhona,isitoko,,,theleso,tlamelo,,kabo,,,phano,,,,nḓisedzo,,,,mphakelo,,,
dsac_multi_hum_00439,supply and demand {economics},,,,vraag en aanbod,,,,,okuhlinzekwayo nokufunekayo,okukhona nokudingekayo,,iimveliso nemfuno,impahla nemfuno,iinkonzo nemfuno,,imphahlakhona ngekwetidzingo,,,,,okukhona nokufunwako,,,,topo le theleso,topo le tlamelo,,kabo le nyakego,kabo le tlhokego,,phano le tlhoko,,,,nḓisedzo na ṱhoḓea,,,,mphakelo na xilaviwa,,,
dsac_multi_hum_00440,supply chain {economy},,,,voorsieningsketting,verskaffingsketting,,,,uchunge lokuhlinzeka,ukusebenza kunikezelana,,inkqubo yeentengo,,,,luchungechunge lweluphakelo lwemphahlakhona,,,,,ithungelelwano leemfuno,,,,thulaganyotheleso,thulaganyotlamelo,,tatelanotshepetšo ya kabo,,,neeletsano phanong ya disebediswa,,,,mbekanyanḓisedzo,,,,mafambelo ya nhundzu na vukorhokeri,,,
dsac_multi_hum_00441,supply curve,,,,aanbodkromme,,,,,igobela eliyisikhombisizinhlinzeko,,,isalathisi seemveliso neenkonzo,,,,sikhombaliphakelo,,,,,isitjengisi sokwethulwa kwezenzelwa,,,,seropotheleso,seropotlamelo,,kerafo ya go šupa kabo,kerafo ya go laetša kabo,,mothinya wa phano,,,,tsumbanḓisedzo,,,,girafu ya mphakelo,,,
dsac_multi_hum_00442,supply decrease,,,,aanbodafname,,,,,ukuncipha kwezinhlinzeko,,,ukwehla koniko-nkonzo,ukwehla kweemveliso,,,lwehloliphakelo,,,,,ukwehla kwephakelo lezenzelwa,,,,phokotsegotheleso,phokotsegotlamelo,,phokotšego ya kabo,,,phokotseho ya phano,,,,vhutsanḓisedzo,,,,hunguteko wa mphakelo,,,
dsac_multi_hum_00443,supply increase,,,,aanbodtoename,,,,,ukwanda kwezinhlinzeko,,,ukunyuka koniko-nkonzo,ukunyuka kweemveliso,,,lwenyukoliphakelo,,,,,ukuphakama kwephakelo lezenzelwa,,,,koketsegotheleso,koketsegotlamelo,,koketšego ya kabo,kgolo ya kabo,,keketseho ya phano,,,,vhugonya ha nḓisedzo,,,,ntlakuko wa mphakelo,,,
dsac_multi_hum_00444,supply schedule,,,,aanbodskedule,,,,,uhlelo lokuhlinzeka,,,ishedyuli yoniko-nkonzo,ishedyuli yeemveliso,,,luhleloliphakelo,,,,,ihlelophakelo,ihlelo lephakelo,itjheduli yephakelo,,tshupatheleso,tshupatlamelo,šejuletheleso,lenaneo la kabo,sekedulo sa kabo,,skejule sa phano,,,,thebulu ya nḓisedzo,,,,xedulu ya mphakelo,,,
dsac_multi_hum_00445,surety,,,,borg,,,,,ozibophezele,,,ummeli-tyala,,,,umcinisekisi,,,,,umjameli,,,,morwalamaikarabelo,,,morwalamaikarabelo,,,monnetefaletsi,,,,muimeli,,,,mubyarhavutihlamuleri,,,
dsac_multi_hum_00446,surplus {e.g. payment, money},,,,surplus,,,,,okwevile,,,intsalela,,,,imali leyendlulele,insalela,,,,isalela,okweqileko,,,phetisi,lefetiso,,mašaledi,,,masalla,,,,masalela,,,,nsalo,,,
dsac_multi_hum_00447,sustainability,,,,volhoubaarheid,,,,,ukugcineka kade,ukulondolozeka kade,,uzinzo,ugcinakalo,,,kusimamisa,kutintisa,,,,ukubambelela,,,,tsweletsego,,,tshwarelelo ya methopo,kgotlelelo ya methopo,,mokoka,moshwella,,,vhubvelaphanḓa,,,,ku yiseka emahlweni,ku khomelela,,
dsac_multi_hum_00448,sustainable development,,,,volhoubare ontwikkeling,,,,,intuthuko egcineka kade,,,uphuhliso oluzinzileyo,,,,intfutfuko letintile,intfutfuko lesimeme,,,,kubambelela kwemithombo yemvelo,ukudzimelela kwemithombo yemvelo,ukuqinelela kwemithombo yemvelo,,tlhabololotsweletso,,,tšwetšopele yeo e swarelelago,tšwetšopele yeo e kgotlelelago,,ntshetsopele e mokoka,ntshetsopele ya moshwella,,,mveledziso ya mvelaphanḓa,,,,nhluvuko lowu yisekaka emahlweni,nhluvuko lowu khomelelaka,,
dsac_multi_hum_00449,sustainable growth,,,,volhoubare groei,,,,,ukukhula okuzinzile,,,uhlumo oluzinzileyo,,,,kukhula lokusimeme,kukhula lokutintile,,,,ukukhula komnotho okunzinzileko,ukuhluma komnotho okunzinzileko,,,kgolotsweletso,,,kgolo yeo e kgotlelelago,kgolo yeo e swarelelago,,kgolo e mokoka,kgolo ya moshwella,,,nyaluwo ya mvelaphanḓa,,,,nkulo wo yisa emahlweni,,,
dsac_multi_hum_00450,swot analysis,,,,swot-analise,,,,,ukucubungulwa kwe-swot,ukuhlaziywa kwe-swot,,uhlalutyo i-swot,uhlalutyo-meko,,,luhlatiyosimo,luhlatiyo lwe-swot,,,,itsengo le-swot,,,,tshekatsheko ya swot,tshekatsheko ya bmdm,,tshekatsheko ya SWOT,,,manollo ka swot,,,,tsaukanyo ya swot,tsaukanyo ya nzulele,,,nxopanxopo wa swot,,,
dsac_multi_hum_00451,syndicate {finance},,,,sindikaat,,,,,isigungu esikhethekile,,,umanyano lwamashishini,,,,inhlangano yemabhizinisi,sigungu semabhizinisi,,,,isigungu sezazi kezeemali,,,,segopa,sindikheiti,,sindikheiti,sehlopha sa nakwana sa ditirelo tša ditšhelete,,sindikheiti,,,,binduṱhanganywa,,,,sindikheti,ntirhisano wa mabindzu swa nkarhinyana,,
dsac_multi_hum_00452,tangible asset,,,,tasbare bate,,,,,ingcebo ephathekayo,,,impahla ephathekayo,impahla ebambekayo,,,imphahla lephatsekako,imphahla lebonakalako,,,,ipahla ephathekako,ipahla ethintekako,,,thototshwarego,,,thoto yeo e kgomegago,thoto yeo e kgwathegago,,thepa e tshwarehang,,,,thundupfarea,,,,rifuwo leri khomekaka,,,
dsac_multi_hum_00453,tariff,,,,tarief,,,,,intela empahleni,,,ixabiso lerhafu,ixabiso elimiselweyo,,,intselamphahla,,,,,umthelo wepahla,,,,tefo,tharifi,,therifi,,,lekgetho la kgwebisano,kgafa ya kgwebisano,,,muthelo wa zwiṱunḓwa,muthelo wa u vhambadzelannḓa,,,xibalo xa switundziwa na swirhumeriwa,,,
dsac_multi_hum_00454,taxation,,,,belasting,,,,,ukuthelisa,,,urhafiso,,,,kutselisa,,,,,ukuthelisa,,,,kgethiso,,,motšhelo,lekgetho,,tefiso ya lekgetho,tefiso ya kgafa,,,vhuthelisi,,,,sisiteme ya matheriselo,sisiteme ya mabariselo,,
dsac_multi_hum_00455,tax avoidance {a legal means},,,,belastingvermyding,,,,,ukugwema intela,,,uphepho-rhafu olusemthethweni,,,,lugwemontsela lolusemtsetfweni,lugwemomtselo lolusemtsetfweni,lubalekelomtselo lolusemtsetfweni,lubalekelontsela lolusemtsetfweni,,ilehlisomthelo ngokomthetho,ukuziphungulela umthelo ngokomthetho,,,kefogokgetho,,,go efoga motšhelo,go efoga lekgetho,,phokotso ya lekgetho e molaong,phokotso ya kgafa e molaong,,,thinyamuthelo,,,,mpapalatoxinawu wa xibalo,,,
dsac_multi_hum_00456,tax base,,,,belastingbasis,,,,,isilinganiso sentela,,,umlinganiselo-rhafu ngokwengeniso,umiselo-rhafu ngokwengeniso,,,silinganisontsela,silinganisomtselo,,,,isilinganiselo somthelo,,,,theokgetho,motswedikgetho,,motheo wa motšhelo,motheo wa lekgetho,,beise ya lekgetho,beise ya kgafa,,,theo ya muthelo,,,,tshaku ra xibalo,,,
dsac_multi_hum_00457,tax competition,,,,belastingmededinging,,,,,ukuncintisana ngentela,,,ukhuphiswano ngerhafu,,,,umncintiswanontsela,,,,,iphaliswano ngomthelo,,,,kgaisanokgetho,,,phadišano ka tša motšhelo,phadišano ka tša lekgetho,,tlhodisano ka lekgetho,tlhodisano ka kgafa,,,muṱaṱisano wa muthelo,,,,mphikizano wa xibalo,,,
dsac_multi_hum_00458,tax deduction,,,,belastingaftrekking,,,,,ukudonswa kwentela,,,utsalo-rhafu,,,,ludvonsomtselo,ludvonsontsela,,,,iindleko zokwehliselwa umthelo,,,,kgogelokgetho,kgogokgethiso,,go gogelwa motšhelo,go gogelwa lekgetho,,kgulo ya lekgetho,kgulo ya kgafa,,,muṱuso wa muthelo,,,,nkoko wa xibalo,,,
dsac_multi_hum_00459,tax evasion {illegal practice},,,,belastingontduiking,,,,,ukubalekela intela,,,uphepho-rhafu ngokungemthetho,,,,lugwemontsela lolungekho emtsetfweni,lubalekelomtselo lolungekho emtsetfweni,lugwemontsela lolungekho emtsetfweni,lubalekelontsela lolungekho emtsefweni,,ukubalekela umthelo,,,,ikgatholosokgetho,,,tšhabelo ya motšhelo,tšhabelo ya lekgetho,,thetso tefong ya lekgetho,thetso tefong ya kgafa,,,tshavhamuthelo,,,,mpapalatonkaxinawu wa xibalo,,,
dsac_multi_hum_00460,tax-free <adj.>,,,,belastingvry,,,,,okungenantela,,,-ngahlawuli rhafu,-ngarhafi,,,-ngatseliswa,-ngenantsela,,,,- ngatheliswako,-ngatheliko,,,- kgethisiweng,,,- lefišwego motšhelo,- lefišwego lekgetho,,-sa kgafellweng,,,,-sa theli,,,,-nkaxibalo,,,
dsac_multi_hum_00461,taxpayer,,,,belastingbetaler,,,,,umkhokhintela,,,umhlawuli-rhafu,umrhafi,,,umbhadalintsela,umkhokhimtselo,umkhokhintsela,umbhadalimtselo,,umtheli,umbhadelimthelo,umbhadalimthelo,,moduelakgetho,mokgethiswa,,molefamotšhelo,molefalekgetho,,molekgetho,mokgafi,,,mutheli,,,,mubari,mutheri,,
dsac_multi_hum_00462,tax refund,,,,belastingterugbetaling,,,,,imbuyiselo enteleni,,,imbuyiselo-rhafu,,,,imbuyiselontsela,imbuyiselomtselo,,,,imbuyiselomthelo,,,,pusetsokgetho,,,pušetšo ya motšhelo,pušetšo ya lekgetho,,puseletso lekgethong,puseletso kgafeng,,,khumiso ya muthelo,,,,ntlheriselo wa xibalo,,,
dsac_multi_hum_00463,tax relief,,,,belastingverligting,,,,,ukuxegiselwa intela,,,isiqabu kwirhafu,ukuphunyuzwa kwirhafu,,,sihhamulintsela,siphumutintsela,,,,ilamulelomthelo,iphumuzomthelo,,,namolokgetho,,,kimollo go motšhelo,kimollo go lekgetho,,kimollo lekgethong,kimollo kgafeng,,,thulo ya muthelo,,,,ku vevukiseriwa xibalo,,,
dsac_multi_hum_00464,terms of trade {national account},,,,ruilvoet,,,,,imigomo yokuhwebelana,,,isalathi-maxabiso kurhwebelwano lwamazwe,,,,imigomokuhwebelana,imibandzelakuhwebelana,,,,kombasilinganiso yerhwebo,,,,dipeelokgwebisano,,,mabaka a kgwebišano,,,melawana ya kgwebisano,,,,thendelano ya mbambadzo,,,,swipimelo swa maxaviselo,,,
dsac_multi_hum_00465,tertiary business,,,,tersiêre onderneming,,,,,ibhizinisi ezingeni lesithathu,,,ishishini ngeenkonzo,,,,ibhizinisi letsengisa umkhicito,,,,,ibhizinisi ethengisako,,,,kgwebokgolo,,,kgwebo ya go aba ditirelo,,,kgwebo e rekisang,,,,bindu ḽa tshumelo,,,,bindzu ra vuhangalasi,,,
dsac_multi_hum_00466,tertiary industry,tertiary sector,,,tersiêre nywerheid,,,,,imboni ezingeni lesithathu,,,ushishino ngeenkonzo,,,,imbone letsengisa umkhicito,,,,,ibubulo elithengisako,ibubulo lezenzelwa,ibubulo lemisebenzi,,bodirelogolo,,,intaseteri ya ditšweletšwa tša godimo,,,indastri ya ditshebeletso,,,,nḓowetshumo ya nṱha,,,,andziso wo hangalasa,,,
dsac_multi_hum_00467,tertiary production,,,,tersiêre produksie,,,,,ukukhiqiza ezingeni lesithathu,,,uniko-nkonzo,,,,intsengisomkhicito,luphakelotinsita,,,,ukusizwa ngezenzelwa,,,,tlhagisogolo,,,tšweletšo ya go aba ditirelo,,,phano ya ditshebeletso,,,,vhubveledzi ha tshumelo,,,,andziso wa vuhangalasi,,,
dsac_multi_hum_00468,tick {in a financial marketplace},,,,minimum beweging,,,,,ugingqigongqo,ithikhi,,ukwehla nokunyuka kwezabelo,,,,kwehla nekwenyuka kwentsengo,,,,,ukuthukuza kwezabelo,,,,tshutatshuto,,,phetogophetogo ya tlasetlase ya theko,thiki,,thiki,,,,u tsa na u gonya ha mutengo,thiki,,,thiki,cincacinco wa nkavelo,,
dsac_multi_hum_00469,title deed {of fixed property},,,,transportakte,,,,,itayitela,,,itayitile,uxwebhu lobunikazi,,,incwadzibunikati,itayitela,,,,isikokoro,incwadi yobunikazi,,,lokwalobongthoto,kanobongthoto,,lengwalobohlatse la bomong,,,tshupathuo,,,,tsumbavhuṋe ya mavu,,,,xikombavun’wini,,,
dsac_multi_hum_00470,toll <n.>,,,,tol,tolgeld,,,,intela yomgwaqo,,,intlawulo yokusebenzisa indlela,,,,imbadalondlela,inkhokhelondlela,,,,imbadelondlela,imbadalo yokusebenzisa indlela,,,tuedisotsela,,,tefišo ya tšhomišo ya tsela,,,tholo,,,,mbadelo ya u shumisa nḓila,,,,hakelo ya gondzo,hakelo ya patu,,
dsac_multi_hum_00471,toll gate,,,,tolhek,,,,,isango lentelamgwaqo,,,isango lokuhlawulela usetyenzisondlela,,,,lisangomgwaco lelikhokhelwako,,,,,isangombadelo,isangombadalo,,,kgorotuedisotsela,kgorwanatuedisotsela,,kgorwana ya tefišo ya tšhomišo ya tsela,,,heke ya tholo,,,,gethembadelwa,,,,gede yo hakerisa gondzo,gede yo hakerisa patu,,
dsac_multi_hum_00472,total return,,,,totale opbrengs,,,,,inzuzo ephelele,,,imbuyekezo epheleleyo kutyalo-mali,,,,sambamalingena,,,,,imbuyiselo epheleleko,,,,poelogotlhe,,,poelomoka,,,dipoello,,,,mbuelo guṱe,,,,mivuyelo hinkwayo,,,
dsac_multi_hum_00473,trade <n.>,,,,handel,,,,,uhwebo,,,urhwebo,,,,kutsengiselana,kuhweba,,,,irhwebo,ukurhweba,,,kgwebisano,,,kgwebo,,,bohwebi,,,,mbambadzo,,,,nxaviselano,,,
dsac_multi_hum_00474,trade agreement,,,,handelsooreenkoms,,,,,isivumelwano sokuhwebelana,,,isivumelwano sorhwebo,,,,sivumelwano sekutsengiselana,sivumelwano sekuhwebelana,,,,isivumelwano sokurhwebelana,,,,tumelanokgwebisano,,,tumelelano ya kgwebišano,,,tumellano ya kgwebisano,,,,thendelano ya mbambadzo,,,,ntwanano wo xaviselana,,,
dsac_multi_hum_00475,trade barrier,,,,handelsbelemmering,,,,,umgoqokuhweba,,,umqobo kurhwebo,,,,sihibekutsengiselana,sihibeluhwebelwano,,,,isiqaborhwebelwano,isiqabo sokurhwebelana,,,kgoreletsokgwebisano,maparegakgwebisano,,sešitišakgwebišano,,,tshitiso kgwebisanong,,,,zwithivhelambambadzo,,,,xisivelanxaviselano,,,
dsac_multi_hum_00476,trade bloc {set of countries},,,,handelsblok,,,,,amazwe ahwebelanayo,,,iqumrhu lamazwe kurhwebelwano,,,,inhlanganomave yetekutsengiselana,inhlanganomave yetekuhwebelana,,,,ihlanganyela yokurhwebelana,,,,setlhophakgwebisano,,,dinagakgwebišano,,,sehlopha sa dinaha tse hwebisanang,bloko ba kgwebisano,,,mashangombambadzelano,,,,ntlawamatikonxaviselano,,,
dsac_multi_hum_00477,trademark,,,,handelsmerk,,,,,uphawu lokuhweba,uphawbunikazi,,uphawu lorhwebo,,,,luphawukutsengisa,,,,,itshayo lokurhweba,,,,letshwaokgwebo,,,leswao la kgwebo,,,letshwao la kgwebo,,,,luswayo lwa mbambadzo,,,,mfunghoximakiwa,,,
dsac_multi_hum_00478,trade name,brand name,,,handelsnaam,,,,,igama lokuhweba,,,igama lokushishina,igama lokurhweba,,,ligama lekuhweba,ligama lekutsengisa,ligama lemkhicito,luphawu lwemkhicito,,ibizo lokurhweba,ibizorhwebo,ibizomvezo,,leinakgwebo,,,leina la kgwebo,leinapapatši,leinatsebiši,lebitso la kgwebo,,,,dzina ḽa thengiso,,,,vitoxibindzu,,,
dsac_multi_hum_00479,trade union,,,,vakbond,,,,,inyunyana yabasebenzi,,,imanyano yabasebenzi,,,,inhlanganobasebenti,inyonyanabasebenti,,,,ihlangano yeensebenzi,iyuniyoni yeensebenzi,,,mokgatlho wa badiri,,,yunione ya bašomi,,,mokgatlo wa basebetsi,,,,dzangano ḽa vhashumi,,,,nhlangano wa vatirhi,,,
dsac_multi_hum_00480,trading partner,trade partner,,,handelsvennoot,,,,,osebenzisana naye kwezohwebo,,,iqabane lorhwebelwano,ihlakani kurhwebelwano,,,umlingani kutekhwebelana,sininikuhwebelana,,,,umlingani kezerhwebo,umrhwebelani,,,mogwebimmogo,mogwebammogo,,mogwebišani,,,mohwebisane,,,,muvhambadzelani,,,,mutirhisani wa swa bindzu,,,
dsac_multi_hum_00481,traditional economy,,,,tradisionele ekonomie,,,,,umnotho ngokwendlela endala,,,inkqubo yoqoqosho ngokwemveli,,,,umnotfondzabuko,,,,,umnotho wesikopilo,,,,ikonomitlwaelo,,,tshepetšo ya ikonomi ya setlogo,,,ekonomi ya batala,,,,ikonomi ya kale,,,,ikhonomi ya ndhavuko,,,
