id,eng__001,eng__002,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_art_00482,sonority {sound},,sonoriteit,welluidendheid,,,ukundonda,,ilizwi elingqokolayo,,,,,,umsindvo webhesi,umsindvo londondako,,,umdumo ondondako,,,,kodu,modumo,,,lentšu la peisi,,,sonorithi,,muungo mudenya,,,mpfumawulo wo fuwa,,
dsac_multi_art_00483,sophomore album,,tweede album,,,,i-albhamu yesibili,,ialbham yesibini,,,,,,i-albhamu yesibili,,,,i-albhamu yesibili,,,,kokoanyo ya bobedi,alebamo ya bobedi,,,alepamo ya bobedi ya modiragatši,,,albamo ya bobedi,,aḽibamu ya vhuvhili,,,alibamu ya vumbirhi,,
dsac_multi_art_00484,soukous {musical genre},,soukous,,,,umdanso isowukowsi,,isowukowusi,umculo womdaniso ontsusa yawo iseZaire,,,,,isowukowusi,,,,i-soukous,,,,sukhusi,,,,soukous,mohuta wa mmino wa go tšwa Zaire,,soukous,,soukousu,tshingondo,,xingondo,,
dsac_multi_art_00485,soul music,,soulmusiek,,,,umculo wezomphefumulo,,isowuli,,,,,,umculo lotsintsa umphefumulo,umculo lopholile,,,umvumo opholileko,,,,mmino wa maikutlo,mmino o o iketlileng,,,mmino wa go fola,,,mmino wa soulu,,muzika wa souḽu,,,vuyimbeleri byo dikida moya,,
dsac_multi_art_00486,sound,,klank,,,,umsindo,,isandi,,,,,,umsindvo,,,,umdumo,,,,modumo,,,,modumo,,,modumo,,mubvumo,,,mpfumawulo,,
dsac_multi_art_00487,sound artist,,klankkunstenaar,,,,iciko lezemisindo,,igcisa lesandi,,,,,,liciko lemsindvo,,,,isikghwari somdumo,,,,motswakamodumo,,,,motšweletši wa medumo,,,senono sa modumo,,mutsila wa mibvumo,,,mutshila wa swa mpfumawulo,,
dsac_multi_art_00488,South African Museums Association,,Suid-Afrikaanse Museumvereniging,,,,Inhlangano Yezilondolozimagugu YaseNingizimu Afrika,,iQumrhu leeMyuziyam zaseMzantsi Afrika,,,,,,Inhlangano Yemisamo yaseNingizimu Afrika,,,,iHlangano yamaMyuziyemu weSewula Afrika,,,,Mokgatlho wa Musiamo wa Aforikaborwa,,,,Mokgatlo wa Dimusiamo wa Afrika Borwa,,,Mokgatlo wa Dimosiamo wa Afrika Borwa,,Dzangano ḽa Miziamu ḽa Afrika Tshipembe,,,Nhlangano wa Miziyamu ya Afrika-Dzonga,,
dsac_multi_art_00489,spaceman <compare alien> {film},,ruimtewese,buiteruimtelike wese,,,usomkhathi,,usomajukujuku wasemdlalweni ovela kwenye iplanethi,umlinganiswa odlala indima kasomajukujuku,,,,,somkhatsi,,,,usomkayi,,,,setshedifaufau,,,,motšwabotšwelo,,,mosepakapaka,,mubvasili,mubva kha ḽiṅwe ḽifhasi,mubvumbedzwa mubvatshikhalani,n’wampfhukeni,,
dsac_multi_art_00490,spray paint,,spuitverf,,,,upende ofuthwayo,,ipeyinti etshizwayo,,,,,,ipendi lefutfwako,,,,ipende efufuzelwako,,,,pente ya seporei,,,,pente ya go fafatša,,,pente ya seprei,,pennde ya u fafadzela,,,pende yo fafazela,,
dsac_multi_art_00491,stagecraft,,toneelkuns,,,,ubungcweti basesiteji,,ubugcisa baseqongeni,,,,,,buciko bekudlala esiteji,,,,ubukghwari besiteji,,,,bokwalelarala,,,,bokgoni bja go beakanya sefala,,,tlhahiso sethaleng,,vhutsila ha tshiteidzhi,vhutsila ha vhugalatenga,,endlelo ra swa xiteji,,
dsac_multi_art_00492,stage performer,,verhoogkunstenaar,,,,umdlali wasesiteji,,umdlali waseqongeni,,,,,,umdlali wasesiteji,,,,umdlali wesiteji,umlingisi wesiteji,,,modiragatsaseraleng,modiragatsateatereng,,,modiragatši wa sefaleng,,,sebapadi sa sethaleng,,mutambi,,,mutlangi wa le xitejini,,
dsac_multi_art_00493,stage play,,verhoogstuk,,,,umdlalo wasesiteji,,umdlalo weqonga,,,,,,umdlalo wasesiteji,,,,umdlalo wesiteji,,,,motshameko wa serala,motshameko wa teatere,,,papadi ya sefaleng,,,tshwantshiso ya sethaleng,,ḽitambwa ḽa tshiteidzhini,ḽitambwa ḽa vhugalatengani,,ntlangu wa le xitejini,,
dsac_multi_art_00494,stave {musical},,notebalk,,,,isiteyivu,,isiteyivu,imigca emihlanu ekubhalwa kuyo umculo,isitafu,,,,sitafu,,,,isteyivu,,,,molatlhanonoko,,,,seteifi,thalanoto,,seteifi,,tshiteivi,,,xitafu,,
dsac_multi_art_00495,stick dance,,stokdans,,,,umdanso wezinduku,,umdaniso wenduku,umdaniso wentonga,,,,,umdanso wendvuku,,,,umdanso weentonga,igido leentonga,,,moretelediane wa dithobane,,,,motantsho wa dithata,,,motjeko ka molamu,,mutshino wa dzithonga,,,ncino wa tinhonga,,
dsac_multi_art_00496,street theatre,,straatteater,,,,umdlalo wasemgwaqeni,,ithiyetha yaphandle,umdlalo waphandle,,,,,umdlalo wangaphandle,ithiyetha yangaphandle,,,umdlalo wangaphandle,ithiyetha yangaphandle,,,tiragatsommileng,,,,teatere ya mebileng,,,theyetha ya kantle,,ḽitambwa ḽa tshiṱaraṱani,,,ntlangu wa le rivaleni,,
dsac_multi_art_00497,string quartet,,strykkwartet,,,,ikhothethi yokusasiginci,,abadlali abane bomculo weentambula,,,,,,ikhwathethi yelugubhuluthaka,,,,ikhothethi yeentambo,isine esidlaliintambo,ikhothethi yeenari,,khotete ya seletswakgojana,,,,khothete ya diletšo tša mathale,,,khothete ya diletswa tsa dikgwele,,khothethe ya ṱhale,,,vuyimbeleriximune bya xichayachayana xa xinari,,
dsac_multi_art_00498,style,,styl,,,,indlela,,isimbo,,,,,,indlela,sitayela,,,indlela yokwenza,isitayela,,,mokgwa,setaele,,,setaele,mokgwa,,mokgwa,setaele,tshitaila,,,xitayili,,
dsac_multi_art_00499,surname,,van,familienaam,,,isibongo,,ifani,,,,,,sibongo,,,,isibongo,,,,sefane,,,,sefane,,,sefane,seboko,tshifani,,,xivongo,,
dsac_multi_art_00500,sword,,swaard,,,,inkemba,,ikrele,,,,,,insakabuli,inkemba,,,isabula,,,,sabole,swoto,,,sabola,,,sabole,,pfumo,,,sawula,,
dsac_multi_art_00501,symphony concert,,simfoniekonsert,,,,ikhonsathi yesimfoni,,ikonsathi yesimfoni,,,,,,ikhonsathi yesimfoni,,,,ikhonsati yesimfoni,,,,khonsata ya semfoni,,,,khonsate ya simifoni,,,khonsete ya simfone,,khontsati ya simfoni,,,khosati ya simfoni,,
dsac_multi_art_00502,symphony orchestra,,simfonie-orkes,simfonieorkes,,,i-okhestra yesimfoni,,iokhestra yesimfoni,,,,,,i-okhestra yesimfoni,,,,i-okhestra yesimfoni,,,,okhesetera ya semfoni,,,,okhesetera ya simifoni,,,okhestra ya simfone,,okhesiṱira ya simfoni,,,okhestra ya simfoni,,
dsac_multi_art_00503,tableau,,tablo,,,,ukuhlelwakumiswa kwabantu abanganyakazi,ithabhula,abalinganiswa abazizimo zetyuwa,ithabhlu,,,,,ithablu,,,,ithebhulu,,,,thabolu,,,,thabolu,thulaganyo ya dikabatho,,thablo,,thablu,,,thabulowu,,
dsac_multi_art_00504,Taoism {religion},,Taoïsme,,,,inkolo iThawuzimu,,iThawuyizim,inkolelo kunqulo lwamaTshayina,,,,,Ithawuzimu,,,,iThawuzimu,i-Taoism,,,Taoism,boTao,,,Taoism,tumelo ya Setšhaena ya bophelo bja go lekanela,,Taoisime,Setao,Tayozimu,,,Thoyizimi,,
dsac_multi_art_00505,techno {music},,tegnomusiek,,,,umculo ithekhno,,umculo wetekno,,,,,,umculo wethekhno,,,,umvumo wethekno,,,,thekno {mmino},,,,thekeno,mmino wa eleketheroniki wa go phakiša,,thekno,,thekhino,,,vuyimbeleri bya thekino,,
dsac_multi_art_00506,television studio,,televisieateljee,,,,isitudiyo sikamabonakude,isitudiyo sethelevishini,istudiyo sosasazo kumabonakude,,,,,,studiyo samabonakhashane,,,,isitudiyo sikamabonwakude,isitudiyo sethelevitjhini,,,phaposikgasetso ya thelebišene,bogasetso jwa thelebišene,,,phapošikgašo,setudio sa thelebišene,,studio sa thelevishene,,tshitudio tsha theḽevishini,,,xitudiyo xa thelevhixini,,
dsac_multi_art_00507,tempera paint,,tempera,temperaverf,,,upendesikhuphashi,,ipeyinti ithempera,,,,,,ipendi yethempera,,,,ipende yethempera,,,,pente ya thempera,,,,pente ya themphera,,,pente ya thempera,,pennde ya thempera,,,pende ya thempera,,
dsac_multi_art_00508,tenor sax,,tenoorsaksofoon,tenoorsaxofoon,,,iseksofoni yendlela yesithathu,iseksofoni yethena,ixilongo eliyiseksofoni letena,iseksofoni yetena,,,,,iseksofoni yethena,,,,isekzofowuni yethena,,,,seksofounu ya tinoro,seksofounu ya thena,,,sekesofouno ya thena,sekesofouno ya tinoro,,seksofounu ya thena,,porompiṱa ya thenara,porompiṱa ya ipfi ḽa vhuraru,,sekizofoni ya tinoro,,
dsac_multi_art_00509,tension,,spanning,,,,ukushuba kwesimo,,umoya wenkxalabo,,,,,,mdvonseni,,,,ukutjhuba kobujamo,ukwethuka,,,tsitsibano,kgagamalo,,,ngangego,kgagamalo,,ho menya,tsitsipano,mazhuluzhulu,,,ku tika,,
dsac_multi_art_00510,tertiary colour,,tersiêre kleur,,,,umbalangxube,,umbala ophume ekuhlanganisweni kwemibala emininzi,,,,,,umbala lohlanganisiwe,,,,ihlanganisela yembalambili,,,,mmalatswako,,,,mmalatswakwa,,,mmala o tswakileng,,muvhala wa theshari,,,muhlovopfanganisiwa wa vumbirhi,,
dsac_multi_art_00511,the arts,,die kunste,,,,ubuciko,,ezobugcisa,,,,,,buciko,,,,ubukghwari,,,,botsweretshi,botaki,,,tša botaki,tša bokgabo,,tsa bonono,,vhutsila,,,vutshila,,
dsac_multi_art_00512,the Cross {Christian symbol},,die Kruis,,,,isiPhambano,,uMnqamlezo,,,,,,Siphambhano,,,,isiPhambano,,,,Sefapaano,,,,Sefapano,,,Sefapano,,Tshifhambano,,,Xihambano,,
dsac_multi_art_00513,three-dimensional painting,3D-painting,driedimensionele skildery,3D-skildery,3D skildery,,umdwebo ongxenyentathu,umdwebo we-3D,umzobo wepeyinti omilo-ntathu,,,,,,sitfombe sesichamukelontsatfu,sitfombe se-3D,,,isithombe esihlangothintathu,isithombe se-3D,,,setshwantsho sa tlhakoreraro,setshwantsho sa sefatlararo,,,seswantšho sa ponagalo tše tharo,seswantšho sa 3D,,setshwantsho se ntlhatharo,setshwantsho sa 3D,tshifanyiso tsha masia mararu,tshifanyiso tsha 3D,,xifaniso xa matlhelonharhu,xifaniso xa 3D,
dsac_multi_art_00514,timbre,,timbre,toonskakering,toon,,isihlukanisimsindo,ithimbre,ukwahluka kwimvakalo yesandi,,,,,,umsindvo wekwehlukanisa,,,,ithembra,ukuhlukahlukana komdumo,,,pharologantshomantswe,,,,thimpa,boleng bja segalo,,thimba,,thimbira,,,thembire,,
dsac_multi_art_00515,timing,,tydsberekening,,,,ukukala isikhathi,,ukumiselwa kwexesha,ukubekwa kwexesha,,,,,kucupha sikhatsi,kukhetsa sikhatsi,,,ukukala isikhathi,ukulawulwa kwesikhathi,,,teponako,,,,thaeming,peakanyo ya nako ya ditiragalo,,ho beha nako,,vhalela,,,nkarhihata,,
dsac_multi_art_00516,tint <v.>,,tint,,,,ukufaka umbala,,jika umbala wento,faka indawo yombala,,,,,faka umbala,,,,faka umbala kancani,,,,- tshasa mmala,fifatsa,sirapono,,-taba,,,-kenya mmala,-thintha,shandukisa muvhala,,,cinca muhlovo,,
dsac_multi_art_00517,tonic solfa,,solfa,tonika-solfa,letternotering,solfanotering,amanothi angekho kustafu,,uhlobo oluthile lokubhalwa komculo,,,,,,ithonikhsolfa,,,,amanowuti womvumo,ithonikisolfa,,,mokgwakwalo wa nnotokgolo,solofa,,,thoniki solefa,mohwa wa go ngwala dinoto,,thoniksolfa,,noti dza maḽeḓere,tonic solfa,,tinoto,,
dsac_multi_art_00518,traditional beadwork,,tradisionele kralewerk,,,,ubuhlalu bomdabu,,umsebenzi weentsimbi wemveli,,,,,,umsebenti webuhlalu wetendzabuko,,,,ukuphothela,umsebenzi womncamo wendabuko,,,tiro ya dibaga ya setso,,,,bokgabo bja dipheta tša setšo,,,sefaha,,mukhavhiso nga malungu a sialala,,,nkhaviso wa vuhlalu bya ndhavuko,,
dsac_multi_art_00519,traditional blues,,tradisionele blues,,,,ibhluzi yomdabu,,ibhluzi yemveli,,,,,,ibhluzi yendzabuko,,,,umvumo opholileko wendabuko,,,,ditlhologelelo tsa setso,,,,mmino wa setšo wa maikutlo,,,diblouse tsa boholoholo,,nyimbo dza buḽusi dza sialala,,,buluzi ya ndhavuko,,
dsac_multi_art_00520,traditional healing,,tradisionele genesing,,,,ukwelapha ngokwesintu,ukwelapha ngokomdabu,unyango lwesintu,,,,,,kwelapha ngendzabuko,kwelapha ngesintfu,,,ukwelapha ngokwesintu,ukwelapha ngokwendabuko,,,phodiso ya setso,kalafi ya setso,,,kalafo ya setšo,,,kalafo ya seholoholo,,dzilafho ḽa sialala,,,matshungulelo ya ndhavuko,,
dsac_multi_art_00521,traditional knowledge,,tradisionele kennis,,,,ulwazi lomdabu,,ulwazi lwemveli,,,,,,lwati lwendzabuko,lwati lwesintfu,,,ilwazi ngesintu,ilwazi ngendabuko,,,kitso ya setso,,,,tsebo ya tša setšo,,,tsebo ya boholoholo,,nḓivho ya sialala,,,vutivi bya ndhavuko,,
dsac_multi_art_00522,traditional technology,,tradisionele tegnologie,,,,ubuchwepheshe bomdabu,,ubuchwepheshe bemveli,iteknoloji yemveli,,,,,buchwepheshe bendzabuko,buchwepheshe besintfu,,,itheknoloji yesintu,itheknoloji yendabuko,,,thekenoloji ya setso,,,,thekenolotši ya setšo,,,theknoloji ya boholoholo,,thekhinoḽodzhi ya sialala,,,thekinoloji ya ndhavuko,,
dsac_multi_art_00523,traditional wedding,,tradisionele troue,tradisionele bruilof,,,umgcagco,udwendwe,umtshato wesintu,,,,,,umtsimba,,,,umtjhado wesintu,,,,lenyalo la setso,,,,lenyalo la setšo,,,letjhato la setso,,mbingano ya sialala,,,nkhuvo wa vukati wa ndhavuko,,
dsac_multi_art_00524,trance dance,,vervoeringsdans,beswymingsdans,transdans,,umdanso wesigqi esiyimvusasinga,,umdaniso okhokelela kwimo ebuphupharha,,,,,,umgidvomtsebulo,,,,ukuthwasa,ukuba namaphayiphayi,,,moretelediane wa maibi,,,,motantsho wa malopo,,,motjeko wa transe,,mutshino wa u hwelwa,,,ncino wa ndlhozi,,
dsac_multi_art_00525,trance music,,transmusiek,trance-musiek,,,umculo oyimvusasinga,,umculo okhokelela kwimo ebuphupharha,,,,,,umgidvomtsebulo,,,,umvumo wamathwasa,,,,mmino wa maibi,,,,mmino wa malopo,,,mmino wa transe,,muzika wa u hwelwa,,,vuyimbeleri bya ndlhozi,,
dsac_multi_art_00526,trapeze act,,sweefstokvertoning,,,,ukushwibeka esekisini,,umboniso wesekisi wokulakatyula kujingi,,,,,,umdlalo wamjikeni eselekisini,,,,umdlalo weserigisini,ukugwilinga kwemaserigisini,,,motshameko wa trapisi,,,,tiragatšo ya disorokisi ka moswinki,,,pontsho ya trapise,,nyito ya thirampeza,,,xendlo xa tirapeza,,
dsac_multi_art_00527,treble stave {music},,diskantnotebalk,driedubbele notebalk,,,isitshengisi kuphakama kwephimbo,,isitafu setrebhuli klefu,,,,,,sitafu sethrebuli,,,,imida yokuphakama kwephimbo,,,,melatlhano ya dinnoto {mmino},,,,seteifi sa therepole,methaladi ya go ngwala dinoto tša segalo sa godimo,,steive sa trebole,,tshiteivi tsha tirebuḽu,,,xitafu xa thirebulu,,
dsac_multi_art_00528,tshikona {dance},,tshikona,,,,umdanso itshikona,,itshikona,,,,,,itshikona,,,,i-tshikona,,,,tshikona,moretelediane wa Bavenda,,,tshikona,,,tshikona,,tshikona,,,xikona,,
dsac_multi_art_00529,twine,,dun tou,bindlyn,,,intanjana,,intsontelo,ithwayini,,,,,thwayini,,,,irobho,,,,thapo,,,,thwaene,thapo,,thwaene,,thale,,,ntambhu,,
dsac_multi_art_00530,twirl v.,,in die rondte draai,,,,ukujikelezisa,,jikelezisa,,,,,,jikeleta,,,,-zombeleza,,,,dikolosa,,,,-dikološa,,,-bidikisa,,tshadzunguluwe,,,hundzuluxahundzuluxa,,
dsac_multi_art_00531,useful art,,nutskuns,bruikbare kuns,nuttige kuns,,ubuciko obusebenzisekayo,,ubugcisa obuluncedo,,,,,,buciko lobusebentisekako,buciko lobulusito,,,ubukghwari obungasetjenziswa,,,,botsweretshi jo bo mosola,botaki jo bo mosola,,,botaki bja go kgabiša,bokgabo bja go kgabiša,,bonono bo ka sebedisehang,,vhutsila vhu no shuma,,,vutshila bya nkoka,,
dsac_multi_art_00532,vinyl {records},,viniel,,,,irekhodi,ivinili,icwecwe lomculo,irekhodi,,,,,lirikhodi,,,,ivayinali,,,,raekoto,vaenale,polata,,rekhote,,,plata,vaenale,vayoḽa,,,vhinili,,
dsac_multi_art_00533,violinist,,violis,,,,umdlalivayolini,,umdlali wefidyoli,,,,,,umdlalivayolini,,,,umbethivayolina,,,,moletsavayolini,movayolini,,,sebapadi sa bayolini,,,seletsi sa fiolo,seletsi sa vayoline,mulidzavayoḽini,,,muchayafirijolo,muchayavhayolini,
dsac_multi_art_00534,vira {dance},,vira,,,,umdanso ivira,,ivira,umdaniso wamaPhuthukezi,,,,,ivira,,,,umdanso we-Portugal,ivira,,,vira {moretelediane},,,,baera,mohuta wa motantsho wa Mapotokisi,,vira,,vira,,,ncino wa vhira,,
dsac_multi_art_00535,virtuosity,,virtuositeit,meesterlikheid,vaardigheid,,ubugagu,,ukuba ngumakhwekhwetha,,,,,,bugagu,bungcweti,,,ubugagu,,,,bokgoni,,,,bokgoni mminong,,,bokgeleke,,vhukoni ha nṱhesa,,,vuswikoti bya xiyimo xa le henhla,,
dsac_multi_art_00536,virtuoso,,virtuoos,meester,,,igagu,,umakhwekhwetha,,,,,,ligagu lemculo,ingcwethi yemculo,,,igagu leenliliswa,igagu leembetho,isikghwari seenliliswa,,mankge,kwakwabidi,,,mankge wa mmino,,,kgeleke,,mukona zwa nṱhesa,,,munhu wa vuswikoti bya xiyimo xa le henhla,,
dsac_multi_art_00537,virtuoso dancing,,meesterlike dans,virtuose dans,,,igagu lokusina,igagu lokudansa,ukuba ngumakhwekhwetha ekudaniseni,,,,,,ligagu kutemdanso,ingcwethi kutemdanso,,,igagu lokugida,igagu lokudansa,,,mankge wa bomoretelediane,,,,mankge wa go bina,,,ho tjeka ka bokgeleke,,mutshino wa nṱhesa,,,ncino wa xiyimo xa le henhla,,
dsac_multi_art_00538,visual artist,,beeldende kunstenaar,,,,iciko lokubonwayo,,igcisa lobuchule obubonakalayo,igcisa lobuchule obubambekayo,,,,,liciko lalokubonakalako,,,,umkghwari wokubonakalako,isigwali sokubonakalako,,,sekgabisi sa botsweretshipono,sekgabisi sa botakipono,,,sediragatši sa bokgabopono,,,senono sa tse bohehang,,mutsila wa mbono,mutsila wa vhutsila ha u tou vhona,mutsila wa vhutsila ha u tou ṱalelwa,mutshila wa swa vutshila byo voniwa,,
dsac_multi_art_00539,visual arts centre,,beeldendekunssentrum,,,,isikhungo sobuciko obubonwayo,,iziko lobugcisa obubonakalayo,iziko lobugcisa obubambekayo,,,,,sikhungo semisebenti yebuciko lobubonakalako,,,,iziko lobukghwari obubonakalako,,,,sentha ya botsweretshipono,sentha ya botakipono,,,senthara ya bokgabopono,,,setsi sa bonono ba tse bohehang,,senthara ya vhutsila ha mbono,senthara ya vhutsila ha u tou vhona,senthara ya vhutsila ha u tou ṱalelwa,senthara ya vutshila bya swo voniwa,,
dsac_multi_art_00540,tshikona {dance},,tshikona,,,,umdanso itshikona,,itshikona,,,,,,itshikona,,,,i-tshikona,,,,tshikona,moretelediane wa Bavenda,,,tshikona,,,tshikona,,tshikona,,,xikona,,
dsac_multi_art_00541,twine,,dun tou,bindlyn,,,intanjana,,intsontelo,ithwayini,,,,,thwayini,,,,irobho,,,,thapo,,,,thwaene,thapo,,thwaene,,thale,,,ntambhu,,
dsac_multi_art_00542,twirl <v.>,,in die rondte draai,,,,ukujikelezisa,,jikelezisa,,,,,,jikeleta,,,,-zombeleza,,,,dikolosa,,,,-dikološa,,,-bidikisa,,tshadzunguluwe,,,hundzuluxahundzuluxa,,
dsac_multi_art_00543,useful art,,nutskuns,bruikbare kuns,nuttige kuns,,ubuciko obusebenzisekayo,,ubugcisa obuluncedo,,,,,,buciko lobusebentisekako,buciko lobulusito,,,ubukghwari obungasetjenziswa,,,,botsweretshi jo bo mosola,botaki jo bo mosola,,,botaki bja go kgabiša,bokgabo bja go kgabiša,,bonono bo ka sebedisehang,,vhutsila vhu no shuma,,,vutshila bya nkoka,,
dsac_multi_art_00544,vinyl {records},,viniel,,,,irekhodi,ivinili,icwecwe lomculo,irekhodi,,,,,lirikhodi,,,,ivayinali,,,,raekoto,vaenale,polata,,rekhote,,,plata,vaenale,vayoḽa,,,vhinili,,
dsac_multi_art_00545,violinist,,violis,,,,umdlalivayolini,,umdlali wefidyoli,,,,,,umdlalivayolini,,,,umbethivayolina,,,,moletsavayolini,movayolini,,,sebapadi sa bayolini,,,seletsi sa fiolo,seletsi sa vayoline,mulidzavayoḽini,,,muchayafirijolo,muchayavhayolini,
dsac_multi_art_00546,vira {dance},,vira,,,,umdanso ivira,,ivira,umdaniso wamaPhuthukezi,,,,,ivira,,,,umdanso we-Portugal,ivira,,,vira {moretelediane},,,,baera,mohuta wa motantsho wa Mapotokisi,,vira,,vira,,,ncino wa vhira,,
dsac_multi_art_00547,virtuosity,,virtuositeit,meesterlikheid,vaardigheid,,ubugagu,,ukuba ngumakhwekhwetha,,,,,,bugagu,bungcweti,,,ubugagu,,,,bokgoni,,,,bokgoni mminong,,,bokgeleke,,vhukoni ha nṱhesa,,,vuswikoti bya xiyimo xa le henhla,,
dsac_multi_art_00548,virtuoso,,virtuoos,meester,,,igagu,,umakhwekhwetha,,,,,,ligagu lemculo,ingcwethi yemculo,,,igagu leenliliswa,igagu leembetho,isikghwari seenliliswa,,mankge,kwakwabidi,,,mankge wa mmino,,,kgeleke,,mukona zwa nṱhesa,,,munhu wa vuswikoti bya xiyimo xa le henhla,,
dsac_multi_art_00549,virtuoso dancing,,meesterlike dans,virtuose dans,,,igagu lokusina,igagu lokudansa,ukuba ngumakhwekhwetha ekudaniseni,,,,,,ligagu kutemdanso,ingcwethi kutemdanso,,,igagu lokugida,igagu lokudansa,,,mankge wa bomoretelediane,,,,mankge wa go bina,,,ho tjeka ka bokgeleke,,mutshino wa nṱhesa,,,ncino wa xiyimo xa le henhla,,
dsac_multi_art_00550,visual artist,,beeldende kunstenaar,,,,iciko lokubonwayo,,igcisa lobuchule obubonakalayo,igcisa lobuchule obubambekayo,,,,,liciko lalokubonakalako,,,,umkghwari wokubonakalako,isigwali sokubonakalako,,,sekgabisi sa botsweretshipono,sekgabisi sa botakipono,,,sediragatši sa bokgabopono,,,senono sa tse bohehang,,mutsila wa mbono,mutsila wa vhutsila ha u tou vhona,mutsila wa vhutsila ha u tou ṱalelwa,mutshila wa swa vutshila byo voniwa,,
dsac_multi_art_00551,visual arts centre,,beeldendekunssentrum,,,,isikhungo sobuciko obubonwayo,,iziko lobugcisa obubonakalayo,iziko lobugcisa obubambekayo,,,,,sikhungo semisebenti yebuciko lobubonakalako,,,,iziko lobukghwari obubonakalako,,,,sentha ya botsweretshipono,sentha ya botakipono,,,senthara ya bokgabopono,,,setsi sa bonono ba tse bohehang,,senthara ya vhutsila ha mbono,senthara ya vhutsila ha u tou vhona,senthara ya vhutsila ha u tou ṱalelwa,senthara ya vutshila bya swo voniwa,,
dsac_multi_art_00552,visual composition,,visuele samestelling,,,,ukuhlelwa kobuciko obubonwayo,,ubugcisa obubonakalayo,,,,,,buciko lobubonakalako,,,,ihlanganisela yobukghwari obubonakalako,,,,tlhamopono,,,,tlhamopono,,,tlhophiso ya tse bohehang,,vhusiki ha mbono,vhusiki ha u tou vhona,vhusiki ha u tou ṱalelwa,ntirho wa vutshila byo voniwa,,
dsac_multi_art_00553,visual material,,visuele materiaal,,,,okokwakha ubuciko obubonwayo,,okubonakalayo,imathiriyeli ebonakalayo,,,,,sisetjentiswa lesibonakalako,,,,imigwalo ebukelwako,imatheriyali ebonakalako,,,direpono,,,,didirišwapono,,,disebediswa tse bohehang,,tshishumiswa tsha mbono,tshishumiswa tsha u tou vhona,tshishumiswa tsha u tou ṱalelwa,xitirhisiwa xo voniwa,matheriyali yo voniwa,
dsac_multi_art_00554,vocal acrobatics,,stem-akrobatiek,,,,ukuhlabelela ngobugagu,ukucula ngobugagu,isakhono sokudlala ngelizwi ekuculeni,,,,,,kuhlabela ngelikhono lelisetulu,,,,ukukhalela ngekghono,,,,kgabisontswe,temekisontswe,,,sethakga sa moopelo,,,menyakwe ka lentswe,,vhuimbi ha muakhirobathi,,,vundzulutarito,,
dsac_multi_art_00555,vocalist,,sanger,,,,umhlabeleli,umculi,umculi,imvumi,,,,,umhlabeleli,umculi,,,umkhaleli,umvumi,,,seopedi,,,,seopedi,,,sebini,,muimbi,,,muyimbeleri,,
dsac_multi_art_00556,vocal performance,,sanguitvoering,,,,ukuhlabelela,ukucula,ukucula,ukuvuma,,,,,kuhlabela,kucula,,,ukuthabisa ngomvumo,,,,tiragatsokopelo,,,,tiragatšokopelo,,,ho bina,,u imba,,,ntlangu wa vuyimbeleri,,
dsac_multi_art_00557,vocals <usually in plural form>,,sanggedeelte,vokale gedeelte,,,ukucula ngephimbo,,ukucula,,,,,,kuhlabela,kucula,,,indinyana evunywako,,,,kopelo,,,,moopelo,,,ho bina,,vhuimbi,,,risimu ro yimbeleriwa,,
dsac_multi_art_00558,volkspele {dance},,volkspele,,,,umdanso ivolkspele,,umdaniso ivolkspele,umdaniso wemveli wama- Afrikana,,,,,i-volkspele,,,,umdanso wamabhunu,,,,volkspele {moretelediane},,,,mmino wa setšo wa Maafrikanere,,,volkspele,,mutshino wa Tshiafrikanere,,,ncino wa ndhavuko wa Mabunu,,
dsac_multi_art_00559,wall painting,,muurskildery,muurskildering,,,isithombe sasodongeni,,umzobo wepeyinti oseludongeni,,,,,,sitfombe saselubondzeni,sitfombe saseludvongeni,,,amagwala,amagwalo,,,setakoboteng,mopentoboteng,,,mopento wa lebotong,,,setshwantsho se leboteng,,vhupenndaluvhondo,,,xifaniso xa le khumbini,,
dsac_multi_art_00560,wallpaper glue,,muurpapierlym,muurpapiergom,,,ingcina yephepha lasodongeni,,iglu yephepha lokugquma udonga,,,,,,sinamatselisiphepha selubondza,sinamatselisiphepha seludvonga,,,isinamathiselimaphepha webodeni,idlhu yamaphepha webodeni,,,sekgomaretsapampiri ya lobota,,,,semamaretši sa pampiri sa lebotong,,,sekgomaretsi sa pampiri ya leboteng,,tshinambatedzabammbiri kha mbondo,ḓonzhe ḽa guḽu,,xidamarhetaphepha xa le khumbini,,
dsac_multi_art_00561,warm-up exercise,,opwarmingsoefening,,,,ukuzifudumeza,ukuzivocavoca,umthambo wokuzifudumeza,,,,,,kutifutfumeta,kutilungiselela,kutelula,,ukuzifuthumeza,,,,ikatisoithobololo,,,,mošongwana wa go ruthetša mmele,,,boikwetliso ba ho iphuthumatsa,,nyonyoloso ya u ḓidudedza,,,vutiolori byo tikufumeta,,
