id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,Setswana__-,nde__002,nde__003,nso__001,Sesotho__-,nso__002,nso__003,nso__004,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_first_00547,soft drug,,,sagte dwelm,,,,,,isiyobisi esingenamandla,,,,sidzakamiva lesingenamandla,,,,isidakami zwa esinganamandla,,,,seokobatšinolo,,seokobatšihlokagale,,,tshidzidzivhadzi tsha vhuhali vhuṱuku,,,,,,xidzidziharisinkamatimba,xidzidziharisinkantamu,,
dsac_pharm_first_00548,somnolence {sleepiness},,,slaperigheid,slaapsug,,,,,isigulo sokozela,,,,kwetela,,,,ubululungwana,,umalwelwe,,borokoroko,,borokontši,,,gope,u kumedza,,,,,njhovoto,,,
dsac_pharm_first_00549,spasm,,,spasma,,,,,,ukudikizela kwesihlunu,,,,inkwantju,insindze,,,ikwantju,,ikrempe,,ngangegošifa,,ngangegogoba,,,thukhunyeo,nyamurale,,,,,nkhanyakhanyano,kirempe,,
dsac_pharm_first_00550,spinal cord,,,rugmurg,,,,,,umnqonqo,,,,umfunkhulu,umhloto,,,umgogodlha,,,,lerapogaremokok otlo,,,,,mutshilitshili,,,,,,nkhenunkhenu,rhambu ra longo,,
dsac_pharm_first_00551,spleen {organ},,,milt,,,,,,udakada,,,,lubendze,,,,ibende,,,,lebete,,,,,lumende,,,,,,rivengo,,,
dsac_pharm_first_00552,sterilisation {to make barren or infertile},,,sterilisering,sterilisasie,onvrugbaarmaking,,,,ukuvalwa inzala,,,,kuvala intalo,kubulala inhlanyelo,kuvala imbeleko,,ukuvala imbeleko,,,,tswalelopelego,,,,,mvalambebo,tshivalambebo,vhuvalambebo,,,,ndlhayambeleko,,,
dsac_pharm_first_00553,sterilisation {destruction of bacteria},,,sterilisering,sterilisasie,,,,,ukubulala iintsholongwane,,,,kubulala emagciwane,,,,ukubulala umulwana,,,,polaotwatši,,polaopaktheria,,,vhuvhulayazwitzhili,,,,,,nxuvo,,,
dsac_pharm_first_00554,sternum,breastbone,,sternum,borsbeen,,,,,incum,ugeme,,,umganga,,,,umganga,,,,sebeubeu,,kgetlane,,,rambo ḽa khana,,,,,,xikangana,,,
dsac_pharm_first_00555,stomach lining,,,maagslymvlies,,,,,,inwebu yesisu,,,,lutfwetfwesi lwesisu,ludvwadvwasi lwesisu,,,ithwethwesi lamathumbu,,,,boalogodu,,,,,lukandakandane lwa thumbuni,,,,,,furu ra khwiri,,,
dsac_pharm_first_00556,stomach ulcer,gastric ulcer,,maagseer,gastriese ulkus,,,,,isilonda esisesiswini,,,,silondza sasesiswini,,,,i-alsa engemathunjini,,,,sešomogodung,,,,,zwilondathumbuni,alsa ya thumbuni,,,,,xilondza ekhwirini,,,
dsac_pharm_first_00557,stroke <n.> {health},apoplexy,,beroerte,apopleksie,,,,,ukufa icala,isitrowukhu,,,kufa luhlangotsi,sifulane,sitrowukhu,,ukudabuka komthambo wobuqopho,,ukuvaleka komthambo wobuqopho,isthrowugu,seterouku,,go hwa mphapha,,,u omamiraḓo,vhuomamiraḓo,tshiṱirouku,tshitrouku,,,xitiroku,,,
dsac_pharm_first_00558,sublimation {transition from solid to gas},,,sublimering,sublimasie,,,,,uguqukosiqina sibe ngumsi,,,,kugucuka kwalokucinile kube ngumoya,,,,umzombe wokutjhuguluka kweliqa,,,,phetogokemo,,sapolimeišene,,,sabuḽimesheni,,,,,,nkaheriso,,,
dsac_pharm_first_00559,sucrose,,,sukrose,rietsuiker,,,,,iswekile,,,,shukela wetitjalo,,,,itjhukela yeentjalo,,,,sukhurose,,swikiri,,,sukhurousu,,,,,,chukeleswimilana,,,
dsac_pharm_first_00560,supernatant {chemistry},supernate,,bovloeistof,supernatant,,,,,umngcwengo,,,,umcwengo,,,,ihleza,,ihloya,,hlowa,,šifa,,,suphanethenthe,,,,,,ntsuvi,,,
dsac_pharm_first_00561,suppository,,,setpil,,,,,,ipilisi efakwa endutswini,,,,liphilisi lelifakwa emntjazeni,,,,ipilisi elifakwa emnyokolweni,,ipilisi elifakwa emtjazeni,,philisitsentšhwamogweteng,,philisitsentšhwamašagong,saphosithari,,philisidzheniswa nga murahu,saphositori,,,,,xidzidziharisi xo hoxiwa eka xihetamavele,xidzidziharisi xo hoxiwa eka mpfila {nhlamba},xidzidziharisi xo hoxiwa eka nyompfi {nhlamba},
dsac_pharm_first_00562,surface-active agent {surfactant},,,oppervlakaktiewe middel,oppervlakaktiewe agens,surfaktant,,,,isahlulilwelo,isafaktenti,isurface active agent,,sihlanganisiluketjeti,,,,isihlanganisitlelezi,,isafakthenthi,,setološi,,,,,tshiṱanganyi,,,,,,xiolovisan'oko,,,
dsac_pharm_first_00563,surrogate mother,,,surrogaatma,surrogaatmoeder,,,,,ummitheli,,,,ummitseli,,,,umbeletheli,,,,mmelegedi,,,,,mubebeli,,,,,,muvelekeri,,,
dsac_pharm_first_00564,swab,,,depper,,,,,,iswabhu,,,,simunyi,iswabhu,sibutsi,,iswabhu,,,,swapo,,,,,swabu,,,,,,swabu,,,
dsac_pharm_first_00565,sweat gland,,,sweetklier,,,,,,idlala lombilo,,,,lidlala lemjuluko,,,,idlala lomjuluko,,,,thakakudumela,,,,,thanga ya biko,,,,,,nhlaribya ya nyuku,,,
dsac_pharm_first_00566,syncope {loss of consciousness},,,sinkopee,floute,,,,,ukufa isiqaqa,,,,kuculeka,,,,ukuyatha,,,,kidibalo,,,,,u dzidzivhala,u ṋoka,,,,,ntitivalo,,,
dsac_pharm_first_00567,synthesis {chemistry},,,sintese,,,,,,isinthesisi,,,,kwakha ngekhemikhali,kusungula ngekhemikhali,,,ihlanganisela yamakhemikhali,,,,tlhamokhemikhale,,sinthesisi,,,tsikamushonga,,,,,,nkatsakatso,,,
dsac_pharm_first_00568,syphilis,,,sifilis,,,,,,igcushuwa,isifilisi,,,gcunsula,lijovela,,,ithusula,,isifilisi,,thosola,,saefilisi,,,thusula,,,,,,thusula,vuva,,
dsac_pharm_first_00569,syringe,,,spuit,,,,,,isirinji,,,,isirinji,,,,isirinji,,,,sirintši,,,,,sirinzhi,,,,,,sirinji,,,
dsac_pharm_first_00570,systemic {adj.},,,sistemies,,,,,,-tyhutyha umzimba,,,,-kwemtimba wonkhe,,,,-phathelene nomzimba,,,,-amago mmele ka moka,,,,,kwamahomuvhili,,,,,,-swa miri,,,
dsac_pharm_first_00571,systemic reaction,,,sistemiese reaksie,,,,,,ukuguliswa kokwaliwa ngumzimba okutyhutyhayo,,,,lokwaliwa ngumtimba,,,,okwaliwa mzimba,,,,phetogokamommele,,,,,u hana ha muvhili,,,,,,ku ariwa hi miri,,,
dsac_pharm_first_00572,tachycardia {rapid heart rate},,,tagikardie,versnelde harttempo,,,,,ukubetha ngamandla kwentliziyo,,,,kushayela edvute kwenhlitiyo,,,,ukubetha msinya kwehliziyo,,ukubethela phezulu kwehliziyo,,kibopelobjako,,,,,mudivhithakhalulaho,,,,,,ku ba ka mbilu hi rivilo,,,
dsac_pharm_first_00573,talc,talcum powder,,talk,talkpoeier,talkum,,,,ithalkhi,,,,ithalkhi,,,,ithalkhi,,,,thaliki,,,,,thaḽiki,thalki,,,,,thaliki,,,
dsac_pharm_first_00574,tampon,,,tampon,watteprop,,,,,ithemponi,,,,ithemponi,sivimbelakuvuta,sivimbakungcola,,ithemponi,,,,themphone,,,,,themphoni,,,,,,thamponi,,,
dsac_pharm_first_00575,tapeworm,,,lintwurm,,,,,,intshulube enemingqa,intshulube emcaba,,,incwili,,,,icili,,isoboya,,nogana,,sebokwana,,,tsela,,,,,,nyokanyokanaswingwavila,,,
dsac_pharm_first_00576,terminal sterilisation {of materials and containers},,,eindsterilisering,eindsterilisasie,,,,,ubulawontsholongwane kwizixhobo,,,,kubulawa kwemagciwane esigabeni sekugcina semkhicito,,,,ukubulala umulwana esigabeni sokugcina somkhiqizo,,,,tshepetšotlhwekišišophetšo,,,,,vhuvhulayazwitzhilima fhedziseloni,,,,,,nxuvomakumu,ndlhayomakumu wa switsongwatsongwana,,
dsac_pharm_first_00577,tertiary care {health services provided by neurosurgeons, intensive care units, usually inpatient facilities},,,tersiêre versorging,tersiêre sorg,,,,,unyango olulandela olwesibini,,,,lunakekelomphilo lolusezingeni lelikhetsekile,,,,itjhejo labosolwazi abaphezulu,,,,tlhokomelotsenelelotsebi,,,,,ndondolo ya nṱhesa,dzilafho ḽa nṱhesa,,,,,vuongori bya xiyimo xa le henhla,vutshunguri bya xiyimo xa le henhla,nhlayiso wa xiyimo xa le henhla,
dsac_pharm_first_00578,testosterone,,,testosteroon,,,,,,ithestosteroni,,,,ihomoni yebudvodza,ithestosteroni,,,ihomoni yobudoda,,ithestosteroni,,homowunenna,,thesetoseterowune,,,homounitshinna,,,,,,homonivununa,,,
dsac_pharm_first_00579,therapeutic {adj.},therapeutical,,terapeuties,,,,,,-nyangayo,,,,-laphako,,,,-laphako,,,,-fodišago,,,,,lafhea,,,,,,-ntshungulo,,,
dsac_pharm_first_00580,throat,,,keel,,,,,,umqala,,,,umphimbo,,,,umphimbo,,,,mogolo,,,,,mukulo,,,,,,nkolo,,,
dsac_pharm_first_00581,thrombosis,,,trombose,,,,,,ihlwili emithanjeni,ithrombosisi,,,lihlwili emtsanjeni,ithrombosisi,,,ihlwili elisemthanjeni,,,,tswalelelotšhika,,theromposisi,,,mukheṱho wa malofha,vhukheṱhamalofha,thiromborosisi,,,,thirombosisi,,,
dsac_pharm_first_00582,thyme,,,tiemie,,,,,,umnyamathi,umnyamazi,ithayimi,,ithayimi,,,,ithayimi,,,,thaeme,,,,,thyaimi,,,,,,thayimi,,,
dsac_pharm_first_00583,time-release tablet,,,vrystellingsbeheerde tablet,,,,,,ipilisi enyibilika ngokweemaleko,,,,liphilisi lelihlala sikhatsi emtimbeni,,,,ipilisi elisebenza kabuthaka,,,,philisitokollakagonanya,,,,,philisitshumasielisanatse-tsetse,,,,,,philisi ya nkarhi wo leha,,,
dsac_pharm_first_00584,tincture,,,tinktuur,,,,,,ithinktsha,,,,umutsi lone-alkhoholi,,,,isihlahla esinesidakisi,,ithinktjha,,motswakohlarealekh oholo,,thintšha,,,thiṅitsha,,,,,,murhixihoko,,,
dsac_pharm_first_00585,tinnitus,,,tinnitus,oorsuising,,,,,isifo sokungxolelwa ziindlebe,,,,sifo sekuva umsindvo longekho,,,,umdumo wangendlebeni,,itjhada langendlebeni,,lešatatsebe,,modumotsebe,thinaethase,,muungo nḓevheni,thinithasi,,,,,vuvabyihuwandleveni,,,
dsac_pharm_first_00586,tissue culture,,,weefselkultuur,,,,,,ukukhuliswa kwesicwili,,,,kukhuliswa kwemantfweshu ngaphandle,kukhuliswa kwemathishu ngaphandle,,,indlela yokukhuliswa kwethitjhu,,,,kgodišothišu,,,,,khulisatsikila nga nnḓa ha muvhili,,,,,,vutikuriselathixu,,,
dsac_pharm_first_00587,tissue extract,,,weefselekstrak,,,,,,okukhutshwe kwisicwili,,,,sikhanywa semantfweshu,sikhanywa semathishu,,,umtshephulo wethitjhu,,itsherwana yethitjhu,,tšeothišu,,tšeothišuphedi,,,kupiḓa kwa tsikila,,,,,,xiendlwahithixu,,,
dsac_pharm_first_00588,titration {chemistry},,,titrasie,,,,,,ithayithreyishini,,,,kulinganisa bungako bekhemikhali,,,,ukuqarha,,,,kelopapetšokhemikhale,,haethereišene,,,thaitharesheni,,,,,,thayithirexini,,,
dsac_pharm_first_00589,titre {Great Britain},titer,,titer,,,,,,ithayitha,,,,bungakombhubhudlo lobudzingekako,,,,umphumela wokuqarha,,,,maatlatswaki,,thaetha,,,thaitha,,,,,,thitha,,,
dsac_pharm_first_00590,tolerance dose,maximum tolerated dose,,toleransiedosis,verdraagbare dosis,,,,,umlinganiselo ophezulu ongenabungozi,,,,silinganisomutsi lesisetulu lesingenabungoti,,,,isilinganiso esiphezulu esijamelekako,,,,magomotekanyosehlare,,,,,phimamushongagumofulu,,,,,,mpimamurhihenhla-nkaghozi,,,
dsac_pharm_first_00591,tongue-depressor,,,tongplankie,tongstokkie,tongafdrukker,,,,sicinezelilwimi,,,,sicindzetelilulwimi,,,,isigandelelilimi,,,,segatelelaleleme,,,,,tshindondomedza lulimi,,,,,,xitshikelelaririmi,,,
dsac_pharm_first_00592,tonic,,,tonikum,versterkmiddel,versterker,,,,ithonikhi,,,,sibuyisimandla,sivuselelimandla,ithonikhi,,isibuyisimandla,,ithonikhi,,seno,,thoniki,,,thoniki,,,,,,thoniki,,,
dsac_pharm_first_00593,tonsillitis,,,tonsillitis,mangelontsteking,,,,,ukudumba kwamadlala omqala,iithonsi,,,emantjintjiwane,,,,amatsinini,,,,tšhatšhamelothurugokodu,,tšhatšhamelothurugothaka,,,u zwimba ha thanga,nzwimbathanga,,,,,mpfimbaxindzin'wana,ndzhumbelaxindzin'wana,,
dsac_pharm_first_00594,toothache,,,tandpyn,,,,,,okuqaqamba kwezinyo,,,,buhlungu belitinyo,,,,ubuhlungu bezinyo,,,,kopoino,,thunyetšoino,,,u rema ha iṋo,,,,,,mpandzatino,,,
dsac_pharm_first_00595,topical {adj.},,,plaaslik,topikaal,,,,,-thanjiswayo,,,,-kwesikhumba,,,,-kwesikhumba,,-kokwezesa,,- letlalong,,,,,-lukanda,,,,,,-nhlonge,,,
dsac_pharm_first_00596,topical product {to apply e.g. to the skin},,,topikale produk,,,,,,ichiza elithanjiswayo,,,,umutsi logcotjiswako,,,,isezeso,,,,setšweletšwatlalo,,,,,tshiḓodzwalukanda,tshishumiswalukandani,,,,,xitotanhlonge,,,
dsac_pharm_first_00597,topical route,,,topikale roete,plaaslike aanwending,,,,,ichiza elingena ngesikhumba,,,,kugcotjiswa kwemutsi,,,,ukwezeswa kwesihlahla,,,,tshepetšohlaretlalo,,,,,vhushumisamushonga lukanda,,,,,,ntotaswidzidziharisi nhlongeni,,,
dsac_pharm_first_00598,toxicity,,,toksisiteit,,,,,,izingatyhefu,,,,lizinga lebutsi,,,,ubutjhefu,,ubungako betjhefu,,bompholo,,,,,vhukhombo,thokhozisithi,u vha khombo,,,,mpimachefu,mpimavuxungu,,
dsac_pharm_first_00599,toxicology,,,toksikologie,gifleer,,,,,inzululwazi ngobutyhefu bamayeza,,,,sifundvo ngebutsi,,,,irhubhululo ngobutjhefu,,ithokzikholoji,,thuto ka tša mpholo,,thotompholo,,,vhungudokhombo ha tshithu,thokhozikholodzhi,,,,,ntivochefu,ntivovuxungu,,
dsac_pharm_first_00600,toxin,,,toksien,toksine,,,,,ityhefu,,,,butsi,,,,itjhefu,,,,mpholo,,,,,mulimo,tshefu,,,,,chefu,vuxungu,,
dsac_pharm_first_00601,trachea,windpipe,,tragea,lugpyp,,,,,uqhoqhoqho,,,,chochocho,bhongwane,,,uqhoqhoqho,,,,kgokgokgo,,tselamoya,,,phaiphi ya muya,,,,,,kholokholo,phayiphi ya moya,,
dsac_pharm_first_00602,trachoma {inflammatory disease of the eye},,,tragoom,,,,,,ithrakhoma,ukukrala kwamehlo,,,ithrakhoma,,,,umhlobo wobulwele bamehlo,,umhlobo wesifo samehlo,ithrakhoma,thurugoihlo,,therakhoma,,,thrakhoma,,,,,,xinyeku,,,
dsac_pharm_first_00603,traditional medicine,,,tradisionele medisyne,tradisionele geneesmiddels,,,,,iyeza lesintu,,,,umutsi wendzabuko,umutsi wesintfu,,,umtjhoga,,isihlahla sesintu,,sehlare sa setšo,,,,,dzilafho ḽa sialala,dzilafho ḽa mvelo,,,,,murhixintu,murhindhavuko,,
dsac_pharm_first_00604,tranquilliser {Great Britain},tranquillizer,,kalmeermiddel,susmiddel,,,,,iyeza lokuzolisa,iyeza lokuthomalalisa,,,sidzambisimisipha,,,,isidambisi,,,,thrankhwilaesa,,therankhwilaesa,,,mushonganzikisi,,,,,,xirhurisi,ximbuweteri,,
dsac_pharm_first_00605,transdermal route {applied to the skin},,,transdermale roete,transdermale aanwending,,,,,iyeza elinqumla esikhumbeni,,,,umutsi longeniswa ngesikhumba,,,,indlela yokufaka emzimbeni ngesikhumba,,,,tshepetšogaretlalo,,,,,kudzheniselwe kwa mushonga lukandani,,,,,,nghenisamurhi-hi-lenhlongeni,,,
dsac_pharm_first_00606,trauma {physical or emotional shock},,,trauma,trouma,,,,,ukungxwelerheka,ithroma,,,kulimala emoyeni nasemtimbeni,,,,ukulimala kumbi emmoyeni namkha emzimbeni,,ithroma,,theroma,,,,,u vhaisala muyani,u vhaisala ṋamani,,,,,mbavisekamoya,mbavisekamiri,,
dsac_pharm_first_00607,trimester {obstetrics},,,trimester,,,,,,unyangangantathu wokukhulelwa,itrayimesta,,,sigaba sinye kuletintsatfu tekukhulelwa,,,,ikota yokuba sidisi,,ithrayimesta,,kgweditharong,,,,,tshifhinga tsha miṅwedzi miraru tsha vhuimana,,,,,,xiphemunharhu vuyimanini,,,
dsac_pharm_first_00608,troche {small tablet},,,suigtabletjie,suigpilletjie,,,,,ipilisi emuncwayo,ithrorhu,,,liphilisi lelimunywako,,,,ipilisi elimunywako,,,,pilisimonwa,,therotšhe,,,throtshe,,,,,,philisimunyungeriwa,,,
dsac_pharm_first_00609,tumour,,,tumor,gewas,,,,,ityhuma,,,,simila,lifa,liguludla,,ilifa,,itjhuma,,sekutu,,tšhuma,,,khentsa,pfuko,ṱhahala,thyuma,,,nkukumukaxitshumba,,,
dsac_pharm_first_00610,turmeric,curcuma,,borrie,,,,,,ityhumerikhi,,,,ithumeirkhi,,,,itjhumerikhi,,,,tšhumeriki,,,,,thumeriki,,,,,,xinyunyetwa,chumeriki,,
dsac_pharm_first_00611,type 1 diabetes,,,tipe 1-diabetes,,,,,,isifo seswekile sohlobo 1,,,,sifo sashukela seluhlobo 1,sifo sashukela lesijovelwako kuphela,sifo sashukela lotalwa naso,,idayibhethisi yomhlobo woku-1,,itjhukela yomhlobo woku-1,,bolwetšiswikiri 1,,,,,daibethisi ya lushaka 1,,,,,,vuvabyi bya chukela bya muxaka wa 1,,,
dsac_pharm_first_00612,type 2 diabetes,,,tipe 2-diabetes,,,,,,isifo seswekile sohlobo 2,,,,sifo sashukela seluhlobo 2,sifo sashukela semjovo nobe emaphilisi,,,idayibhethisi yomhlobo wesi-2,,itjhukela yomhlobo wesi-2,,bolwetšiswikiri 2,,,,,daibethisi ya lushaka 2,,,,,,vuvabyi bya chukela bya muxaka wa 2,,,
dsac_pharm_first_00613,ultrasound,,,ultraklank,,,,,,upopolosisu ngemitha,ialtrasawundi,,,i-althrasawundi,,,,indlela yokubona ingaphakathi lomuntu,,i-althrasawundi,,phekolomodumo,,aletherasaonte,,,aḽiṱirasaundu,altrasaundu,,,,,ndlela yo vona endzeni ka miri,alitirasawundi,,
dsac_pharm_first_00614,unit dose,single dose,,eenheidsdosering,,,,,,umlinganiselo omnye opheleleyo,,,,silinganisomutsi lesihamba ngasinye,umtsamomutsi lohamba ngamunye,,,isilinganiso esisetjenziswa kanye,,isilinganiso sinye,,tekanyosehlaretšhomišotee,,sehlaretšhomišo gatee,,,phimamushonganthihi,,,,,,mpimamurhikan'we,,,
dsac_pharm_first_00615,urea,,,ureum,karbamied,karbamide,,,,iyuriya,,,,iyuriya,,,,iyuriya,,,,yuriya,,,,,yuria,,,,,,yuriya,,,
dsac_pharm_first_00616,uric acid,,,uriensuur,urinesuur,,,,,iyurikhi asidi,,,,i-esidi yeyuriki,,,,i-esidi yeyurikhi,,,,esiti ya yuriya,,,,,dungi ya yurike,yurikiesidi,,,,,yurikiasidi,,,
dsac_pharm_first_00617,urinary system,,,urienstelsel,urinestelsel,,,,,inkqubomzimba yokuchama,,,,luhlelokushobinga,luhlelokuchama,luhlelokugcabhaza,,irherho lomhlambuluko,,,,mokgwapeakanyomohlapologo,,mokgwapakanyomoroto,,,sisiṱeme ya murundo,sisteme ya murundo,sisiṱeme ya mushisho,sisteme ya mushisho,,,sisiteme ya mitsakamiso,sisiteme ya murhundzu {nhlamba},sisiteme ya mixixito {nhlamba},
dsac_pharm_first_00618,urticaria,hives,,galbulte,urtikaria,netelroos,urtikarie,,,izigxala nokudumba,iethikheriya,,,emadzengedla,sifokucubuka,,,inghwayinghwayi,,,,menyabidi,,yuthikhariya,,,munyavhili,,,,,,manyavila,,,
dsac_pharm_first_00619,vaccination,,,vaksinering,vaksinasie,inenting,,,,ukugonya,,,,kugoma,,,,ukugoma,,uku-enda,,kento,,moento,,,muhaelo,nzivhela,,,,,nsawutiso,,,
dsac_pharm_first_00620,vaporiser {Great Britain},vaporizer,vapouriser,verdamper,,,,,,isenzimphunga,,,,sihwamukisi,,,,isirhwamukisi,,,,semoyafatši,,,,,tshiḓimuli,tshidimudzi,,,,,xiphomisi,,,
dsac_pharm_first_00621,vein {anatomy},,,aar,vena,,,,,unobuyisagazi,,,,umtsambo lobuyisako,,,,umthambo obuyisako,,,,tšhikaseišamadipelong,,tšhikasetšeamadimmeleng,,,lutsinga,,,,,,nsihangatithyaka,,,
dsac_pharm_first_00622,ventricle,,,ventrikel,hartkamer,,,,,iventrikli,igunjana elikumzantsintliziyo,,,ligumbinhlitiyo lelingentasi,,,,igumbi lehliziyo elingenzasi,,iventhrikhili,,lešobapelo,,venthirikhele,,,lufhera lwa venthrikiḽi,lufhera lwa venṱhirikiḽi,lufhera lwa mbilu,,,,vhentirikili,,,
dsac_pharm_first_00623,viral {adj.},,,virus,viraal,,,,,-eevayirasi,,,,-phatselene nemavayirasi,-phatselene nemagciwane,,,-phathelene nomulwana,,,,-amegago le kokwananatlhoko,,,,,vhangwa nga vairasi,mbangwa nga vairasi,,,,,-swa xitsongwatsongwana,,,
dsac_pharm_first_00624,virucide,viricide,,virusdoder,virisied,viriside,,,,isibulalavayirasi,,,,sibulalimavayirasi,sibulalimagciwane,,,isibulalimulwana,,,,sebolayakokwanatlhoko,,,,,tshivhulahavairasi,tshivhulayavairasi,,,,,xidlayaswitsongwa-tsongwana,,,
dsac_pharm_first_00625,viscosity,,,viskositeit,vloeibaarheid,,,,,ukujiya,ubunqumbululu,,,kwetiya,,,,ukujiya,,,,kgahlo,,themo,,,vhugwindi,vhubyindi,,,,,-vuhalaki,,,
dsac_pharm_first_00626,vitiligo {white spots on skin},,,vitiligo,,,,,,ivitiligo,umjanyane,,,ivithiligo,sifo sekugucuka kwembala wesikhumba,,,ivithiligo,,,,bolwetšiphetošam malatlalo,,vithiliko,,,tshendukalukanda,tshandukalukanda,vithiḽigo,,,,mapele,,,
dsac_pharm_first_00627,wart {hard rough lump growing on hands or feet},,,vrat,vratjie,,,,,intsumpa,,,,insumphe,,,,iwathi,,,,tlhokofele,,tšhupe,,,phopho,,,,,,nhlungu,,,
dsac_pharm_first_00628,wet granulation {of powders},,,nat granulering,nat granulasie,,,,,uhlalutyisomgubo ngokumanzisa,,,,kwenta lokusatinhlavu ngekusebentisa emanti,,,,ukubumba iinthoro ngetlelezi,,,,thorofatšoseela,,,,,tshiluḓitsikadzhoro,tshiluḓitshisikamadzhoro,tshiluḓitsikathoro,tshiluḓitshisikathoro,,,ndzhohohataswihalaki,njhorhohataswihalaki,,
dsac_pharm_first_00629,wheezing,,,asemfluit,asemfluiting,,,,,ukutswina kwesifuba,,,,kunswininita kwesifuba,,,,ukutswitswiza,,,,tswinyofahla,,,,,u swiswiṱa,,,,,,ndzilaxifuva,,,
dsac_pharm_first_00630,whooping cough,hooping cough,,kinkhoes,pertussis,,,,,unkonkonko,,,,ikenkusi,lukhwehlekhwehle,,,umkhohlokhohlo,,ikenkusi,,lethakgo,,kotokoto,,,tshikwaikwai,,,,,,nkinkosi,xikwayikwayi,,
dsac_pharm_first_00631,withdrawal symptom,,,onttrekkingsimptoom,,,,,,ukuguliswa kukuyeka iziyobisi,ukuguliswa kukuyeka unyango,,,inkhomba yekuyekela kuhuceka,,,,isitjengisi sokuliswa kokukhobongako,,itshwayo elitjengisa ukulisa okugqilazako,,sekatlogelookobatši,,,,,tsumbadwadzendits hazwidzidzivhadzi,,,,,,xikombantshikaswidzidziharisi,,,
dsac_pharm_first_00632,yellow fever,,,geelkoors,,,,,,ulubhelushe,ifiva yecesina,iyellow fever,,iyelofiva,,,,iyelofiva,,,,letadimodipa,,,,,dalindulu,,,,,,darinyongwa,,,
dsac_pharm_first_00633,zinc {trace element},Zn,,sink,,,,,,izinki esisakhamzimba,,,,izinki,,,,izinki,,,,zinki,,,,,zinki,,,,,,zinki,Zn,,
